seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,1.0,BHK,Independent House,Patel Nagar,9500.0,250.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Chattarpur,11000.0,750.0,Semi-Furnished,1.0
AGENT,4.0,BHK,Penthouse,Jor bagh,521000.0,5211.0,Unfurnished,4.0
AGENT,2.0,BHK,Apartment,West Patel Nagar,13000.0,450.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,dwarka sector 12,55000.0,2250.0,Semi-Furnished,3.0
AGENT,1.0,RK,Studio Apartment,Chattarpur,6000.0,300.0,Semi-Furnished,1.0
AGENT,5.0,BHK,Villa,Main Chhatarpur Road,600000.0,1500.0,Semi-Furnished,6.0
AGENT,5.0,BHK,Villa,Main Chhatarpur Road,450000.0,1500.0,Semi-Furnished,6.0
AGENT,5.0,BHK,Villa,Radhe Mohan Drive,1000000.0,9500.0,Semi-Furnished,6.0
AGENT,5.0,BHK,Villa,Main Chhatarpur Road,400000.0,5500.0,Semi-Furnished,6.0
AGENT,4.0,BHK,Penthouse,Golf Links,541000.0,6411.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent House,Golf Links,416000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent House,Golf Links,841000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Golf Links,844999.9999999999,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,401000.0,5852.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,512000.0,6251.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,410000.0,5562.0,Unfurnished,4.0
AGENT,6.0,BHK,Villa,Main Chhatarpur Road,500000.0,9500.0,Semi-Furnished,7.0
AGENT,5.0,BHK,Villa,Radhe Mohan Drive,400000.0,8000.0,Semi-Furnished,5.0
AGENT,5.0,BHK,Villa,Main Chhatarpur Road,400000.0,7000.0,Semi-Furnished,6.0
AGENT,5.0,BHK,Villa,Radhe Mohan Drive,500000.0,9000.0,Semi-Furnished,7.0
OWNER,4.0,BHK,Apartment,Saket,50000.0,2250.0,Semi-Furnished,3.0
OWNER,2.0,BHK,Apartment,Sector 10 Dwarka,15000.0,700.0,Unfurnished,2.0
OWNER,1.0,BHK,Independent House,Lajpat Nagar,12000.0,150.0,Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Mayur Vihar,6500.0,400.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Karol Bagh,15000.0,590.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Karol Bagh,10000.0,650.0,Furnished,1.0
OWNER,2.0,BHK,Apartment,Sector 7 Dwarka,20000.0,1000.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Saket,24500.0,700.0,Semi-Furnished,2.0
OWNER,5.0,BHK,Independent Floor,Green Park,80000.0,2500.0,Semi-Furnished,5.0
OWNER,2.0,BHK,Independent Floor,Jamia Nagar,7500.0,450.0,Unfurnished,1.0
OWNER,2.0,BHK,Apartment,Uttam Nagar,9000.0,600.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Jahangirpuri,18000.0,950.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent House,Krishna Nagar,11000.0,600.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Greater Kailash,16000.0,800.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent House,Palam,6000.0,501.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Jangpura,14000.0,588.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Green Park,55000.0,1250.0,Furnished,2.0
OWNER,1.0,RK,Studio Apartment,Jharoda Majra Burari,4000.0,150.0,Unfurnished,2.0
OWNER,1.0,RK,Studio Apartment,Lajpat Nagar,11000.0,150.0,Furnished,1.0
OWNER,4.0,BHK,Apartment,Sector 10 Dwarka,42000.0,2200.0,Semi-Furnished,3.0
OWNER,1.0,BHK,Independent House,Palam,6000.0,500.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Shahdara,7000.0,414.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Vijay Nagar,35000.0,850.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,South Extension,45000.0,1200.0,Furnished,2.0
AGENT,1.0,BHK,Apartment,i p extension patparganj,15000.0,750.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Pitampura,14000.0,658.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Jangpura Extension,14000.0,900.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,Pitampura,13500.0,689.0,Semi-Furnished,1.0
AGENT,4.0,BHK,Independent Floor,Kohat Enclave,80000.0,3000.0,Furnished,3.0
AGENT,1.0,BHK,Independent Floor,Netaji Subhash Place,16000.0,699.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Netaji Subhash Place,14000.0,700.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Karampura,43000.0,1475.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Moti Nagar,42000.0,1750.0,Semi-Furnished,2.0
AGENT,5.0,BHK,Apartment,Sector C Vasant Kunj,100000.0,3200.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Green Park,85000.0,3000.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,East of Kailash,35000.0,1200.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Saket,60000.0,1600.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Hauz Khas,110000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Saket,100000.0,2300.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,28000.0,930.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Patel Nagar,10500.0,677.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Patel Nagar,9000.0,455.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Green Park,45000.0,1800.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,13500.0,470.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,130000.0,2800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,PANCHSHEEL VIHAR,35000.0,1350.0,Furnished,3.0
AGENT,1.0,BHK,Apartment,Gautam Nagar,18000.0,350.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Hauz Khas,65000.0,2250.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Green Park Extension,30000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Gautam Nagar,27000.0,800.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Gautam Nagar,18000.0,1000.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,30000.0,950.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Anand Niketan,325000.0,4500.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,South Extension 2,256000.0,4500.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Golf Links,354000.0,2700.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,171000.0,2351.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,111000.0,2100.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,123000.0,2300.0,Unfurnished,3.0
AGENT,4.0,BHK,Independent Floor,Navjeevan Vihar,213000.0,4000.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Navjeevan Vihar,174000.0,3654.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Panchsheel Park,458000.0,6000.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,254000.0,4500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,198000.0,3600.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,412000.0,5400.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,285000.0,4000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,312000.0,5000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,231000.0,5000.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,321000.0,4500.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,255000.0,4500.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,191000.0,4000.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Geetanjali Enclave,285000.0,5000.0,Furnished,4.0
AGENT,4.0,BHK,Independent Floor,New Friends Colony,265000.0,4500.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Park,125000.0,2700.0,Semi-Furnished,3.0
AGENT,5.0,BHK,Villa,Geetanjali Enclave,425000.0,4500.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Saket,165000.0,2250.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Saket,147000.0,2250.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Saket,121000.0,2100.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Saket,101000.0,2000.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Saket,165000.0,4500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Saket,251000.0,4000.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,Saket,210000.0,5000.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Sarvpriya Vihar,112000.0,2000.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Saket,325000.0,6521.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,212000.0,2700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,185000.0,2700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,151000.0,2250.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,South Extension 2,325000.0,4500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,South Extension 2,256000.0,3600.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,South Extension 2,175000.0,2250.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,South Extension 2,121000.0,2250.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,South Extension Part 1,251000.0,4500.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Independent Floor,South Extension Part 1,185000.0,3600.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,South Extension Part 1,174000.0,2700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,South Extension Part 1,112000.0,2250.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Uday Park,125000.0,2250.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Uday Park,212000.0,3600.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Uday Park,175000.0,2700.0,Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Vasant Vihar,175000.0,2700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,141000.0,2250.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,214000.0,2741.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Navjeevan Vihar,175000.0,2700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Anand Niketan,195000.0,2250.0,Unfurnished,3.0
AGENT,4.0,BHK,Independent Floor,Anand Niketan,412000.0,4500.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Anand Niketan,225000.0,2250.0,Unfurnished,3.0
AGENT,2.0,BHK,Independent Floor,Greater Kailash,17000.0,1000.0,Unfurnished,1.0
AGENT,3.0,BHK,Independent Floor,Sector 8 Dwarka Block B,22000.0,1080.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,laxmi nagar,14000.0,750.0,Unfurnished,1.0
AGENT,4.0,BHK,Independent Floor,Hauz Khas,265000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Hauz Khas,352000.0,5211.0,Furnished,4.0
AGENT,5.0,BHK,Independent Floor,Anand Niketan,352000.0,5211.0,Unfurnished,5.0
AGENT,5.0,BHK,Villa,Geetanjali Enclave,652000.0,5211.0,Unfurnished,5.0
AGENT,5.0,BHK,Independent House,Sarvodaya Enclave,456000.0,5211.0,Unfurnished,5.0
AGENT,4.0,BHK,Villa,Sarvodaya Enclave,458000.0,5521.0,Unfurnished,4.0
AGENT,3.0,BHK,Villa,Navjeevan Vihar,521000.0,4122.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent House,Navjeevan Vihar,398000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Hauz Khas,654000.0,6521.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Saket,504000.0,4521.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Saket,452000.0,5211.0,Unfurnished,4.0
AGENT,2.0,BHK,Independent Floor,Vasant Vihar,80000.0,1200.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,South Extension Part 1,254000.0,5412.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,South Extension Part 1,341000.0,7000.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,South Extension Part 1,541000.0,5521.0,Unfurnished,4.0
AGENT,5.0,BHK,Villa,Sainik Farm,456000.0,6000.0,Unfurnished,4.0
AGENT,2.0,BHK,Apartment,Chattarpur,15999.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Malviya Nagar,22000.0,1000.0,Unfurnished,2.0
AGENT,5.0,BHK,Villa,Ghitorni,352000.0,6251.0,Unfurnished,5.0
AGENT,4.0,BHK,Independent Floor,Uday Park,452000.0,4351.0,Unfurnished,4.0
AGENT,4.0,BHK,Penthouse,Maharani Bagh,654000.0,5211.0,Unfurnished,4.0
AGENT,4.0,BHK,Penthouse,Anand Niketan,654000.0,5211.0,Unfurnished,4.0
AGENT,1.0,BHK,Independent Floor,West Patel Nagar,16000.0,500.0,Furnished,1.0
AGENT,1.0,BHK,Apartment,Karampura,17000.0,399.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Basai Dara pur,7400.0,400.0,Unfurnished,1.0
AGENT,2.0,BHK,Apartment,West Patel Nagar,14000.0,450.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Vasant Kunj,15000.0,300.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar II,21000.0,400.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Abul Fazal Enclave Jamia Nagar,16500.0,1200.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,South Extension 2,40000.0,1200.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 7 Dwarka,28000.0,2200.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Sector-8 Dwarka,25000.0,1080.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Sector 23 Dwarka,35000.0,2350.0,Semi-Furnished,4.0
AGENT,4.0,BHK,Apartment,Sector 7 Dwarka,27000.0,2040.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Penthouse,Sector 7 Dwarka,40000.0,2450.0,Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 5 Dwarka,36000.0,2250.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Dwarka New Delhi 110075,36000.0,1752.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 18 Sector 18A Dwarka,26000.0,1685.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 13 Dwarka,30000.0,1725.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 23 Dwarka,36000.0,2350.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 18A Dwarka,32000.0,1752.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,35000.0,1752.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,dwarka sector 12,19000.0,900.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Sector 7 Dwarka,40000.0,2450.0,Furnished,4.0
AGENT,3.0,BHK,Independent Floor,Sector 19 Dwarka,28000.0,2025.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 7 Dwarka,40000.0,2650.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,35000.0,1752.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Dwarka New Delhi 110075,35000.0,1625.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,i p extension patparganj,30000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,i p extension patparganj,29000.0,1600.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Golf Links,512000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,322000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,321000.0,5521.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Golf Links,212000.0,2856.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Golf Links,212000.0,2852.0,Unfurnished,3.0
AGENT,4.0,BHK,Villa,West End,549000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,West End,416000.0,5852.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,West End,654000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent House,West End,392000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,West End,321000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,West End,401000.0,5852.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,West End,325000.0,5622.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,West End,322000.0,5562.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Golf Links,362000.0,2856.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Golf Links,215000.0,2852.0,Unfurnished,3.0
OWNER,1.0,BHK,Apartment,Tughlakabad,7500.0,450.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Chattarpur,15000.0,900.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Mahipalpur,10000.0,485.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Shakti Nagar,9000.0,700.0,Unfurnished,1.0
OWNER,3.0,BHK,Independent Floor,Tilak Nagar,21000.0,900.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent House,Palam,25000.0,850.0,Semi-Furnished,2.0
OWNER,1.0,RK,Studio Apartment,Inderpuri,9000.0,500.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Rohini Sector 9,32000.0,760.0,Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Govindpuri,7000.0,500.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent Floor,Uttam Nagar,9000.0,160.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Karol Bagh,35000.0,1000.0,Unfurnished,1.0
OWNER,3.0,BHK,Independent Floor,Najafgarh,9000.0,900.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Apartment,Vasant Kunj,75000.0,2000.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Independent Floor,Gujranwala Town,30000.0,1250.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Batla House Okhla,9000.0,620.0,Unfurnished,1.0
OWNER,3.0,BHK,Independent Floor,Sector 11 Rohini,32000.0,1450.0,Furnished,2.0
OWNER,1.0,BHK,Independent House,Chattarpur,9000.0,450.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Pandav Nagar,6500.0,428.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Aya Nagar,7500.0,850.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Vasant Kunj,26000.0,1050.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Chittaranjan Park,28000.0,1125.0,Unfurnished,2.0
OWNER,1.0,BHK,Apartment,Vasant Kunj,21000.0,670.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,South Extension 2,35000.0,700.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Yamuna Vihar,8000.0,400.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Tughlakabad,8000.0,500.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent Floor,Uttam Nagar,7000.0,449.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Apartment,Shahdara,9000.0,802.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent Floor,Chattarpur,6500.0,500.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Hauz Khas,13000.0,1414.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Chattarpur,6800.0,500.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Sagar Pur,3500.0,500.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Rohini sector 24,9500.0,400.0,Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Rajpur,5000.0,800.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Malviya Nagar,7000.0,250.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Dilshad Garden,10000.0,450.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Vasant Kunj,27500.0,525.0,Furnished,1.0
OWNER,1.0,BHK,Apartment,Sector 23 Dwarka,7500.0,400.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent House,Madhu Vihar,6500.0,450.0,Unfurnished,1.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,26000.0,1550.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 7 Dwarka,28000.0,1550.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,22000.0,1000.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Block AP Poorvi Pitampura,23500.0,850.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Uttari Pitampura,31000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Prashant Vihar Sector 14,21000.0,900.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Prashant Vihar Sector 14,17000.0,750.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Dwarka Mor,14000.0,450.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Lajpat Nagar Vinoba Puri,24000.0,900.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar III,21000.0,900.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Lajpat Nagar II,28000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Block E Lajpat Nagar I,26000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Lajpat Nagar II,30000.0,900.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar II,21000.0,900.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar II,21000.0,800.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Block E Lajpat Nagar I,24000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Lajpat Nagar Vinoba Puri,30000.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Prashant Vihar Sector 14,37000.0,1350.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Apartment,Lajpat Nagar III,35000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Lajpat Nagar,28000.0,900.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector-7 Rohini,27000.0,900.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Munirka Enclave,12000.0,250.0,Unfurnished,1.0
AGENT,2.0,BHK,Apartment,Lajpat Nagar II,27000.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Lajpat Nagar III,55000.0,1800.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Defence Colony,130000.0,2650.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,16000.0,600.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,35000.0,1250.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,Vasant Kunj,17000.0,450.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Central Market Lajpat Nagar II,33000.0,950.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Kunj,32000.0,1400.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Malviya Nagar,45000.0,2200.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Enclave,55000.0,2200.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Karampura,13999.0,423.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,Lajpat Nagar,22000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Block E Lajpat Nagar I,27000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Block D Lajpat Nagar I,22000.0,900.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,F Block Lajpat Nagar I,35000.0,900.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Lajpat Nagar II,225000.0,1250.0,Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Lajpat Nagar II,190000.0,1850.0,Furnished,2.0
AGENT,6.0,BHK,Independent Floor,Nehru Place,250000.0,2500.0,Furnished,2.0
AGENT,3.0,BHK,Independent Floor,Golf Links,321000.0,2856.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Golf Links,321000.0,2985.0,Unfurnished,3.0
AGENT,3.0,BHK,Independent Floor,Golf Links,201000.0,2856.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,526000.0,5852.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,546000.0,5621.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,412000.0,5621.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Golf Links,325000.0,5211.0,Unfurnished,4.0
AGENT,5.0,BHK,Independent House,Golf Links,852000.0,5852.0,Unfurnished,4.0
AGENT,4.0,BHK,Villa,Greater kailash 1,325000.0,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Independent Floor,Greater kailash 1,411000.00000000006,5562.0,Unfurnished,4.0
AGENT,4.0,BHK,Penthouse,Greater kailash 1,516000.0,5211.0,Unfurnished,4.0
AGENT,3.0,BHK,Independent Floor,Greater Kailash II,223000.0,2856.0,Unfurnished,3.0
