seller_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
OWNER,1.0,RK,Studio Apartment,Vasant Kunj,9999.0,500.0,Furnished,1.0
OWNER,1.0,BHK,Apartment,Sector-B Vasant Kunj,18500.0,750.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Saket,13000.0,1050.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Apartment,New Ashok Nagar,10000.0,550.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,laxmi nagar,13500.0,648.0,Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Malviya Nagar,65000.0,1500.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Sector-17 Rohini,16000.0,659.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Khanpur,9500.0,700.0,Unfurnished,2.0
OWNER,2.0,BHK,Independent Floor,Pitampura,16000.0,684.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent Floor,Uttam Nagar,7500.0,450.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Janakpuri,21000.0,750.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,vikaspuri,13000.0,450.0,Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Shadipur,9000.0,560.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent House,Karol Bagh,25000.0,891.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Palam,14000.0,800.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent House,Baprola,6500.0,400.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Burari,17000.0,1000.0,Unfurnished,2.0
OWNER,2.0,BHK,Independent House,Pochanpur Colony,15000.0,850.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Kalkaji,18000.0,1050.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Palam,12000.0,780.0,Semi-Furnished,2.0
OWNER,1.0,RK,Studio Apartment,Munirka,7000.0,150.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Lajpat Nagar,7500.0,750.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,450.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar,16000.0,500.0,Furnished,1.0
OWNER,4.0,BHK,Independent Floor,Dr Mukherji Nagar,32000.0,1200.0,Unfurnished,2.0
AGENT,3.0,BHK,Apartment,Vasant Vihar,125000.0,2500.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,30000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 6 Dwarka,32000.0,1750.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Model Town,30000.0,1300.0,Unfurnished,3.0
OWNER,2.0,BHK,Apartment,Ghitorni,22000.0,1450.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,New Ashok Nagar,12000.0,650.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 23 Dwarka,14000.0,980.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Dwarka Mor,7500.0,550.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,laxmi nagar,13000.0,630.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Apartment,Chattarpur,22000.0,1000.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Independent Floor,Sector 8 Dwarka,30000.0,1900.0,Semi-Furnished,3.0
OWNER,2.0,BHK,Independent Floor,Malviya Nagar,28000.0,1100.0,Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Wazirabad,8000.0,484.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Mahavir Enclave,15000.0,800.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Dwarka Mor,13000.0,600.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Neeti Bagh,80000.0,2000.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Independent Floor,Neeti Bagh,150000.0,4000.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Apartment,Vasant Kunj,41000.0,1500.0,Furnished,2.0
AGENT,1.0,BHK,Independent House,Malviya Nagar,12000.0,500.0,Unfurnished,1.0
OWNER,1.0,RK,Studio Apartment,Kalkaji,16000.0,280.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,mayur vihar phase 1,13500.0,650.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Panchsheel Park,110000.0,3600.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,Defence Colony,72000.0,2020.0,Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Mayur Vihar Phase 3,15000.0,450.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Sector 8 Dwarka,16500.0,750.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Aya Nagar,8500.0,500.0,Unfurnished,1.0
OWNER,1.0,RK,Studio Apartment,Mayur Vihar Phase 3,6000.0,450.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Saket,45000.0,1800.0,Furnished,3.0
OWNER,2.0,BHK,Independent Floor,Tilak Nagar,17500.0,700.0,Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Shalimar Bagh,18000.0,1000.0,Unfurnished,1.0
OWNER,3.0,BHK,Independent Floor,Pitampura,35000.0,1426.0,Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Sector 1 Dwarka,7500.0,500.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,mayur vihar phase 1,10000.0,500.0,Unfurnished,1.0
OWNER,2.0,BHK,Independent Floor,Ramesh Nagar,20000.0,900.0,Unfurnished,1.0
OWNER,1.0,BHK,Apartment,Jaunapur,10400.0,650.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Kalkaji,58000.0,1800.0,Semi-Furnished,3.0
OWNER,2.0,BHK,Apartment,Ashok Vihar,21000.0,891.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Sector 8 Rohini,15000.0,665.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,West Shalimar Bagh,11000.0,450.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,vikaspuri,7500.0,500.0,Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Samalka,5000.0,900.0,Unfurnished,1.0
OWNER,1.0,BHK,Apartment,Chattarpur,8000.0,800.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Chattarpur,18000.0,850.0,Furnished,3.0
OWNER,2.0,BHK,Independent Floor,Vijay Nagar,25000.0,900.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Neb Sarai,13000.0,1000.0,Unfurnished,2.0
OWNER,1.0,RK,Studio Apartment,Saket,8500.0,450.0,Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Saket,12000.0,370.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Apartment,Moti Bagh,60000.0,2000.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,Ashok Vihar,20000.0,1000.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,Manglapuri,11000.0,544.0,Unfurnished,2.0
OWNER,1.0,RK,Studio Apartment,Karampura,14000.0,370.0,Semi-Furnished,1.0
OWNER,6.0,BHK,Independent Floor,Greater Kailash,80000.0,2000.0,Furnished,3.0
OWNER,4.0,BHK,Independent Floor,Malviya Nagar,99000.0,3000.0,Semi-Furnished,4.0
OWNER,3.0,BHK,Independent Floor,Sahibabad,12000.0,1250.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Apartment,SULTANPUR,9000.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Neeti Bagh,65000.0,1500.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Apartment,Green Park,25000.0,1200.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Sector 13 Dwarka,16000.0,1100.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector-7 Rohini,15000.0,580.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,350.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9000.0,400.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,15500.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,13000.0,600.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12000.0,600.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,13000.0,750.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,15500.0,600.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9000.0,600.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,15000.0,550.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,5500.0,300.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent House,New Ashok Nagar,7500.0,450.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9500.0,500.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,18000.0,700.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,6500.0,450.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,500.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8500.0,400.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Independent Floor,New Ashok Nagar,23000.0,1200.0,Unfurnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,9000.0,500.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,10000.0,500.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,300.0,Unfurnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,350.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,400.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,15000.0,450.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,8500.0,300.0,Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,250.0,Unfurnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,300.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,250.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12000.0,550.0,Semi-Furnished,2.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,8000.0,300.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11500.0,450.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,17000.0,600.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8500.0,400.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12000.0,550.0,Unfurnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,12500.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,13000.0,600.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,5000.0,250.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12000.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,8000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8000.0,350.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,7500.0,450.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12500.0,600.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,15000.0,750.0,Furnished,2.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11500.0,550.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,9000.0,550.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,10000.0,550.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,650.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,7500.0,450.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,7000.0,400.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9000.0,450.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,14000.0,750.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,10000.0,450.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,21000.0,1500.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,21000.0,1600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,28000.0,1800.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,23000.0,1500.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,30000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,25000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,29000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,29000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,26000.0,1800.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,30000.0,2000.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,29000.0,2000.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 22 Dwarka,35000.0,2430.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,30000.0,1890.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,24000.0,1500.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,26000.0,1800.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 22 Dwarka,27000.0,2000.0,Semi-Furnished,4.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,27000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,27000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,31000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,28000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,35000.0,1800.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,25000.0,1700.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 23 Dwarka,25000.0,1600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,25000.0,1600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,26000.0,1700.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,28000.0,1750.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,23000.0,1700.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,23000.0,1400.0,Semi-Furnished,1.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,26000.0,2000.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Apartment,Sector 22 Dwarka,28000.0,2540.0,Semi-Furnished,4.0
AGENT,2.0,BHK,Apartment,Sector 22 Dwarka,24000.0,1310.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,30000.0,1760.0,Semi-Furnished,3.0
AGENT,3.0,BHK,Apartment,Sector 22 Dwarka,28000.0,1560.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Sector 6 Dwarka,23000.0,1250.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Safdarjung Enclave,85000.0,2674.0,Furnished,3.0
OWNER,1.0,RK,Studio Apartment,New Ashok Nagar,6000.0,400.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8500.0,350.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,10000.0,500.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,11000.0,500.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,7500.0,400.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Ghitorni,22000.0,1600.0,Semi-Furnished,2.0
AGENT,4.0,BHK,Apartment,Sector 3 Dwarka,60000.0,2400.0,Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Sector 8 Dwarka,27000.0,1900.0,Semi-Furnished,3.0
AGENT,4.0,BHK,Independent Floor,Sector 8 Dwarka,29000.0,1900.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,12000.0,450.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8500.0,600.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,9000.0,550.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,7500.0,350.0,Unfurnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,7000.0,300.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,20000.0,650.0,Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11000.0,600.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Apartment,Sector 23 Dwarka,34000.0,1300.0,Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Lajpat Nagar,20000.0,600.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Sector 1 Dwarka,15000.0,676.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Wazirabad,7500.0,450.0,Unfurnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,5000.0,300.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,12000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,New Ashok Nagar,7000.0,350.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11500.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,13000.0,550.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Patparganj,19000.0,650.0,Furnished,1.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,26000.0,1125.0,Unfurnished,2.0
AGENT,1.0,RK,Studio Apartment,Khirki Extension,6500.0,300.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Independent Floor,Sheikh Sarai,10000.0,500.0,Unfurnished,1.0
AGENT,1.0,BHK,Independent Floor,Khirki Extension,10000.0,450.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,Khirki Extension,14000.0,700.0,Semi-Furnished,2.0
AGENT,1.0,BHK,Independent Floor,Malviya Nagar,10000.0,500.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,Khirki Extension,16000.0,700.0,Unfurnished,2.0
AGENT,2.0,BHK,Independent Floor,Khirki Extension,18000.0,700.0,Unfurnished,2.0
AGENT,2.0,BHK,Independent Floor,Khirki Extension,15000.0,700.0,Unfurnished,2.0
AGENT,1.0,BHK,Independent Floor,Khirki Extension,10000.0,500.0,Unfurnished,1.0
AGENT,3.0,BHK,Independent Floor,Maharani Bagh,450000.0,4000.0,Furnished,6.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,8500.0,500.0,Unfurnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,11000.0,600.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Sector 6 Dwarka,30000.0,1600.0,Semi-Furnished,2.0
AGENT,2.0,BHK,Independent Floor,Sector 19 Dwarka,19000.0,1000.0,Furnished,3.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,10000.0,550.0,Semi-Furnished,1.0
AGENT,2.0,BHK,Independent Floor,New Ashok Nagar,13500.0,550.0,Furnished,1.0
AGENT,1.0,BHK,Independent Floor,New Ashok Nagar,15000.0,550.0,Furnished,1.0
AGENT,3.0,BHK,Independent Floor,Saket,55000.0,1800.0,Furnished,4.0
AGENT,3.0,BHK,Apartment,Greater Kailash,110000.0,2700.0,Furnished,3.0
AGENT,3.0,BHK,Apartment,Panchsheel Enclave,85000.0,3100.0,Semi-Furnished,3.0
AGENT,2.0,BHK,Apartment,Khirki Extension,21000.0,910.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Malviya Nagar,50000.0,1800.0,Semi-Furnished,3.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,14500.0,500.0,Semi-Furnished,1.0
AGENT,1.0,RK,Studio Apartment,Saket,26000.0,500.0,Furnished,1.0
AGENT,1.0,BHK,Apartment,Sheikh Sarai,17500.0,600.0,Semi-Furnished,1.0
AGENT,1.0,BHK,Apartment,Khirki Extension,13500.0,650.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Khirki Extension,17000.0,850.0,Semi-Furnished,2.0
AGENT,3.0,BHK,Apartment,Greater Kailash,145000.0,2500.0,Furnished,3.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,28000.0,910.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Khirki Extension,15500.0,700.0,Furnished,1.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,25000.0,950.0,Furnished,2.0
AGENT,3.0,BHK,Apartment,Sheikh Sarai,35000.0,1250.0,Furnished,2.0
AGENT,2.0,BHK,Apartment,Sheikh Sarai,35000.0,1100.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Patel Nagar,16000.0,850.0,Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Jangpura,20000.0,270.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Tagore Garden Extension,23000.0,720.0,Furnished,2.0
OWNER,2.0,BHK,Apartment,Model Town,21000.0,891.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,rohini sector 5,18000.0,650.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Sector 25 Rohini,18000.0,700.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Tilak Nagar,18000.0,700.0,Furnished,2.0
OWNER,1.0,BHK,Apartment,laxmi nagar,9900.0,200.0,Furnished,1.0
OWNER,2.0,BHK,Independent Floor,laxmi nagar,14950.0,1000.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Apartment,Saket,17000.0,600.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Rajpur,8000.0,800.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Jamia Nagar,22000.0,1300.0,Semi-Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Rajinder Nagar,55000.0,1000.0,Furnished,2.0
OWNER,3.0,BHK,Independent Floor,Rajinder Nagar,60000.0,1200.0,Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Patparganj,12900.0,900.0,Semi-Furnished,2.0
OWNER,1.0,BHK,Independent Floor,Gharoli,11000.0,625.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Vasant Kunj,12000.0,892.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Rangpuri,10000.0,350.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent House,Chattarpur,12500.0,720.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Apartment,South Extension 1,17000.0,800.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Apartment,South Extension 1,18000.0,900.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent House,Sector-7 Rohini,17000.0,700.0,Unfurnished,2.0
OWNER,2.0,BHK,Independent Floor,Sector 14 Dwarka,8000.0,550.0,Unfurnished,1.0
OWNER,1.0,RK,Studio Apartment,Bindapur,5000.0,350.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Uttam Nagar,5000.0,300.0,Unfurnished,1.0
OWNER,1.0,BHK,Independent House,Chirag Dilli,8500.0,450.0,Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Khanpur,22000.0,1350.0,Semi-Furnished,3.0
OWNER,3.0,BHK,Apartment,Nawada,23000.0,1200.0,Semi-Furnished,2.0
OWNER,2.0,BHK,Independent Floor,Kapashera,7000.0,580.0,Unfurnished,1.0
OWNER,1.0,RK,Studio Apartment,Shadipur,8500.0,250.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Shadipur,9000.0,250.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Chattarpur,5500.0,450.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,laxmi nagar,12000.0,200.0,Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Rajouri Garden,32000.0,1400.0,Unfurnished,3.0
OWNER,5.0,BHK,Apartment,Vasant Vihar,135000.0,3600.0,Semi-Furnished,5.0
OWNER,1.0,BHK,Apartment,Chattarpur,7000.0,800.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Ghitorni,6500.0,450.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,laxmi nagar,15000.0,765.0,Unfurnished,3.0
OWNER,1.0,BHK,Apartment,Manglapuri,8000.0,400.0,Semi-Furnished,1.0
OWNER,2.0,BHK,Independent Floor,Kalkaji,28000.0,1050.0,Semi-Furnished,3.0
OWNER,1.0,RK,Studio Apartment,Janakpuri,8000.0,450.0,Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Chattarpur,17000.0,1600.0,Semi-Furnished,3.0
OWNER,2.0,BHK,Independent Floor,Sunlight Colony,19000.0,1000.0,Furnished,2.0
OWNER,2.0,BHK,Apartment,Najafgarh,6500.0,400.0,Furnished,1.0
OWNER,1.0,BHK,Independent Floor,Sector 13 Dwarka,14000.0,300.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Chattarpur,5500.0,400.0,Semi-Furnished,1.0
OWNER,3.0,BHK,Independent Floor,Kamla Nagar,40000.0,1548.0,Furnished,2.0
OWNER,1.0,RK,Studio Apartment,Uttam Nagar,6500.0,300.0,Semi-Furnished,1.0
OWNER,1.0,RK,Studio Apartment,Sarita Vihar,8500.0,250.0,Semi-Furnished,1.0
OWNER,1.0,BHK,Apartment,Chattarpur,8500.0,800.0,Semi-Furnished,1.0
